id,article_id,model,name,type,entity_id,paragraph,sentence
45342865,424355,english.all.3class.distsim.crf.ser,"Daily Telegraph",ORGANIZATION,13811,14,2
45342867,424355,english.all.3class.distsim.crf.ser,"Carrie Symonds",PERSON,870669,14,3
45342869,424355,english.all.3class.distsim.crf.ser,Metro,ORGANIZATION,2249,14,4
45342871,424355,english.all.3class.distsim.crf.ser,Duke,ORGANIZATION,1869,14,5
45342873,424355,english.all.3class.distsim.crf.ser,Sussex,ORGANIZATION,1870,14,5
45342876,424355,english.all.3class.distsim.crf.ser,Essex,LOCATION,1695,16,1
45342878,424355,english.all.3class.distsim.crf.ser,Manchester,LOCATION,23,17,1
45342880,424355,english.all.3class.distsim.crf.ser,"Michael Jackson",PERSON,686,18,1
45342883,424355,english.all.3class.distsim.crf.ser,Versailles,LOCATION,372,20,1
45342884,424355,english.all.3class.distsim.crf.ser,Germany,LOCATION,69,20,1
45342886,424355,english.all.3class.distsim.crf.ser,Atlantic,LOCATION,2780,23,1
45342888,424355,english.all.3class.distsim.crf.ser,"New York Times",ORGANIZATION,321,24,2
45342890,424355,english.all.3class.distsim.crf.ser,India,LOCATION,1091,25,1
45342892,424355,english.all.3class.distsim.crf.ser,"Cambridge University",ORGANIZATION,55915,26,1
45316005,424191,english.all.3class.distsim.crf.ser,Essex,LOCATION,1695,2,1
45316026,424191,english.all.3class.distsim.crf.ser,Braintree,LOCATION,333961,3,1
45316028,424191,english.all.3class.distsim.crf.ser,Chelmsford,LOCATION,1697,3,1
45316030,424191,english.all.3class.distsim.crf.ser,Maldon,PERSON,231533,3,1
45316032,424191,english.all.3class.distsim.crf.ser,"Mid Essex Clinical Commissioning Group",ORGANIZATION,887467,3,1
45316034,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,3,1
45316040,424191,english.all.3class.distsim.crf.ser,"Public Health England",ORGANIZATION,16488,4,1
45316042,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,4,2
45316046,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,6,1
45316054,424191,english.all.3class.distsim.crf.ser,Basildon,LOCATION,15826,7,1
45316056,424191,english.all.3class.distsim.crf.ser,Southend,LOCATION,129811,7,1
45316058,424191,english.all.3class.distsim.crf.ser,Braintree,LOCATION,333961,7,1
45316062,424191,english.all.3class.distsim.crf.ser,CCG,ORGANIZATION,153036,8,1
45316068,424191,english.all.3class.distsim.crf.ser,"Rachel Hearn",PERSON,887468,9,1
45316070,424191,english.all.3class.distsim.crf.ser,"Mid Essex CCG",ORGANIZATION,887469,9,1
45316078,424191,english.all.3class.distsim.crf.ser,NHS,ORGANIZATION,8290,10,1
45316080,424191,english.all.3class.distsim.crf.ser,Essex,LOCATION,1695,10,1
45316082,424191,english.all.3class.distsim.crf.ser,"Public Health England",LOCATION,16490,10,1
45261450,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,1,1
45261451,423886,english.all.3class.distsim.crf.ser,UK,LOCATION,37,1,1
45261454,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,2,1
45261455,423886,english.all.3class.distsim.crf.ser,UK,LOCATION,37,2,1
45261463,423886,english.all.3class.distsim.crf.ser,Derby,LOCATION,16584,6,1
45261464,423886,english.all.3class.distsim.crf.ser,Cardiff,LOCATION,24,6,1
45261465,423886,english.all.3class.distsim.crf.ser,Birmingham,LOCATION,22,6,2
45261466,423886,english.all.3class.distsim.crf.ser,Liverpool,LOCATION,7866,6,2
45261467,423886,english.all.3class.distsim.crf.ser,Croydon,LOCATION,48670,6,2
45261468,423886,english.all.3class.distsim.crf.ser,Wakefield,LOCATION,84989,6,2
45261469,423886,english.all.3class.distsim.crf.ser,Glasgow,LOCATION,25,6,2
45261471,423886,english.all.3class.distsim.crf.ser,UK,LOCATION,37,7,1
45261474,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,8,1
45261475,423886,english.all.3class.distsim.crf.ser,"Middle East",LOCATION,582,8,1
45261477,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,11,1
45261479,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,12,1
45261481,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,15,1
45261483,423886,english.all.3class.distsim.crf.ser,UK,LOCATION,37,18,1
45261485,423886,english.all.3class.distsim.crf.ser,Ipswich,LOCATION,38316,19,1
45261487,423886,english.all.3class.distsim.crf.ser,UK,LOCATION,37,20,1
45261489,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,21,1
45261493,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,22,2
45261499,423886,english.all.3class.distsim.crf.ser,Burhan,PERSON,843520,24,1
45261501,423886,english.all.3class.distsim.crf.ser,"Home Office",ORGANIZATION,7659,24,1
45261505,423886,english.all.3class.distsim.crf.ser,"Home Office",ORGANIZATION,7659,29,1
45261509,423886,english.all.3class.distsim.crf.ser,"Home Office",ORGANIZATION,7659,30,2
45353745,424396,english.all.3class.distsim.crf.ser,"South Carolina",LOCATION,2632,1,1
45353748,424396,english.all.3class.distsim.crf.ser,"Oconee County",LOCATION,887939,2,1
45353749,424396,english.all.3class.distsim.crf.ser,"Karl Addis",PERSON,887941,2,1
45353754,424396,english.all.3class.distsim.crf.ser,Seneca,LOCATION,66647,3,1
45353755,424396,english.all.3class.distsim.crf.ser,S.C.,LOCATION,2632,3,1
45353756,424396,english.all.3class.distsim.crf.ser,Addis,PERSON,887941,3,1
45353757,424396,english.all.3class.distsim.crf.ser,State,ORGANIZATION,332,3,2
45352741,424395,english.all.3class.distsim.crf.ser,Uruguay,LOCATION,13939,1,1
45352742,424395,english.all.3class.distsim.crf.ser,Italy,LOCATION,1180,1,1
45352748,424395,english.all.3class.distsim.crf.ser,"Rocco Morabito",PERSON,887915,2,1
45352749,424395,english.all.3class.distsim.crf.ser,Italy,LOCATION,1180,2,1
45352750,424395,english.all.3class.distsim.crf.ser,"South America",LOCATION,9268,2,1
45352751,424395,english.all.3class.distsim.crf.ser,UK,LOCATION,37,2,1
45352758,424395,english.all.3class.distsim.crf.ser,Uruguay,LOCATION,13939,3,1
45352759,424395,english.all.3class.distsim.crf.ser,"interior ministry",ORGANIZATION,367,3,1
45352760,424395,english.all.3class.distsim.crf.ser,Morabito,PERSON,887915,3,1
45352761,424395,english.all.3class.distsim.crf.ser,"Central Prison",LOCATION,887916,3,1
45352762,424395,english.all.3class.distsim.crf.ser,Uruguay,LOCATION,13939,3,1
45352763,424395,english.all.3class.distsim.crf.ser,Montevideo,LOCATION,142711,3,1
45352771,424395,english.all.3class.distsim.crf.ser,Italy,LOCATION,1180,4,1
45352772,424395,english.all.3class.distsim.crf.ser,"Matteo Salvini",PERSON,1182,4,1
45352773,424395,english.all.3class.distsim.crf.ser,"Sky News",ORGANIZATION,1873,4,1
45352774,424395,english.all.3class.distsim.crf.ser,Montevideo,LOCATION,142711,4,1
45352775,424395,english.all.3class.distsim.crf.ser,Morabito,PERSON,887915,4,1
45352776,424395,english.all.3class.distsim.crf.ser,Morabito,PERSON,887915,4,2
45352777,424395,english.all.3class.distsim.crf.ser,Salvini,PERSON,1182,4,2
45352781,424395,english.all.3class.distsim.crf.ser,Montevideo,LOCATION,142711,5,1
45352782,424395,english.all.3class.distsim.crf.ser,Uruguay,LOCATION,13939,5,1
45352783,424395,english.all.3class.distsim.crf.ser,"Sky News",ORGANIZATION,1873,5,1
45352787,424395,english.all.3class.distsim.crf.ser,Morabito,PERSON,887915,6,1
45352788,424395,english.all.3class.distsim.crf.ser,Italy,LOCATION,1180,6,1
45352789,424395,english.all.3class.distsim.crf.ser,Italy,LOCATION,1180,6,1
45322598,424238,english.all.3class.distsim.crf.ser,Ohio,LOCATION,2963,1,1
45322599,424238,english.all.3class.distsim.crf.ser,"Yosemite National Park",LOCATION,48184,1,1
45322602,424238,english.all.3class.distsim.crf.ser,"Faith Taylor",PERSON,887531,2,1
45322603,424238,english.all.3class.distsim.crf.ser,KCRA,ORGANIZATION,290819,2,1
45322605,424238,english.all.3class.distsim.crf.ser,Yosemite,LOCATION,48184,3,1
45319793,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,1,1
45319794,424236,english.all.3class.distsim.crf.ser,"Department of Health and Human Services",ORGANIZATION,6060,1,1
45319795,424236,english.all.3class.distsim.crf.ser,"Alex Azar",PERSON,37088,1,1
45319797,424236,english.all.3class.distsim.crf.ser,Azar,PERSON,37088,2,1
45319801,424236,english.all.3class.distsim.crf.ser,Azar,PERSON,37088,5,1
45319802,424236,english.all.3class.distsim.crf.ser,HHS,ORGANIZATION,6060,5,1
45319803,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,5,1
45319805,424236,english.all.3class.distsim.crf.ser,Congress,ORGANIZATION,387,6,3
45319809,424236,english.all.3class.distsim.crf.ser,"Laura Ingraham",PERSON,38619,7,1
45319810,424236,english.all.3class.distsim.crf.ser,Azar,PERSON,37088,7,1
45319811,424236,english.all.3class.distsim.crf.ser,"Julian Castro",PERSON,15253,7,1
45319815,424236,english.all.3class.distsim.crf.ser,Castro,PERSON,15253,8,1
45319816,424236,english.all.3class.distsim.crf.ser,CNN,ORGANIZATION,4139,8,1
45319817,424236,english.all.3class.distsim.crf.ser,"Jake Tapper",PERSON,54744,8,1
45319820,424236,english.all.3class.distsim.crf.ser,Azar,PERSON,37088,10,1
45319821,424236,english.all.3class.distsim.crf.ser,"Housing and Urban Development",ORGANIZATION,3989,10,1
45319823,424236,english.all.3class.distsim.crf.ser,HHS,ORGANIZATION,6060,13,2
45323253,424239,english.all.3class.distsim.crf.ser,"Tiger Woods",PERSON,41017,1,1
45323254,424239,english.all.3class.distsim.crf.ser,Florida,LOCATION,897,1,1
45323260,424239,english.all.3class.distsim.crf.ser,"Barry Postman",PERSON,887544,2,1
45323261,424239,english.all.3class.distsim.crf.ser,Woods,PERSON,41017,2,1
45323262,424239,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,2,1
45323263,424239,english.all.3class.distsim.crf.ser,"Nicholas Immesberger",PERSON,887547,2,1
45323264,424239,english.all.3class.distsim.crf.ser,Woods,PERSON,41017,2,1
45323267,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,3,1
45323268,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,3,1
45323273,424239,english.all.3class.distsim.crf.ser,"Palm Beach County",LOCATION,11463,4,1
45323274,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,4,1
45323276,424239,english.all.3class.distsim.crf.ser,Jupiter,LOCATION,5578,4,1
45323278,424239,english.all.3class.distsim.crf.ser,Fla.,LOCATION,8242,4,1
45323282,424239,english.all.3class.distsim.crf.ser,Woods,PERSON,41017,5,1
45323283,424239,english.all.3class.distsim.crf.ser,"Erica Herman",PERSON,887549,5,2
45323284,424239,english.all.3class.distsim.crf.ser,"The Washington Post",ORGANIZATION,1339,5,2
45323288,424239,english.all.3class.distsim.crf.ser,Herman,PERSON,887549,6,1
45323289,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,6,1
45323290,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,6,2
45323292,424239,english.all.3class.distsim.crf.ser,Immesberger,PERSON,887547,7,1
45323294,424239,english.all.3class.distsim.crf.ser,Woods,PERSON,41017,8,1
45323298,424239,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,9,1
45323299,424239,english.all.3class.distsim.crf.ser,"Talia Kaplan",PERSON,710781,9,1
45323300,424239,english.all.3class.distsim.crf.ser,"Associated Press",ORGANIZATION,320,9,1
45351535,424394,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,1,1
45351536,424394,english.all.3class.distsim.crf.ser,"Sean Hannity",PERSON,22451,1,1
45351537,424394,english.all.3class.distsim.crf.ser,"Democratic Party",ORGANIZATION,3436,1,1
45351540,424394,english.all.3class.distsim.crf.ser,"Democratic Party",ORGANIZATION,3436,2,3
45351541,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,2,3
45351546,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,3,1
45351547,424394,english.all.3class.distsim.crf.ser,"South Bend",LOCATION,35009,3,1
45351548,424394,english.all.3class.distsim.crf.ser,Ind.,LOCATION,29019,3,1
45351549,424394,english.all.3class.distsim.crf.ser,"Pete Buttigieg",PERSON,61417,3,2
45351552,424394,english.all.3class.distsim.crf.ser,Buttigieg,PERSON,61417,4,1
45351553,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,4,1
45351557,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,5,1
45351558,424394,english.all.3class.distsim.crf.ser,Democrats,ORGANIZATION,407,5,1
45351559,424394,english.all.3class.distsim.crf.ser,Obama,PERSON,319,5,1
45351563,424394,english.all.3class.distsim.crf.ser,Biden-Obama,LOCATION,875254,6,1
45351564,424394,english.all.3class.distsim.crf.ser,"Democratic Party",ORGANIZATION,3436,6,1
45351565,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,6,1
45351572,424394,english.all.3class.distsim.crf.ser,"Elizabeth Warren",PERSON,2588,7,1
45351573,424394,english.all.3class.distsim.crf.ser,D-Mass.,LOCATION,14305,7,1
45351574,424394,english.all.3class.distsim.crf.ser,"Cory Booker",PERSON,5038,7,1
45351575,424394,english.all.3class.distsim.crf.ser,D-N.J.,LOCATION,14312,7,1
45351576,424394,english.all.3class.distsim.crf.ser,"Nation of Islam",ORGANIZATION,4264,7,1
45351577,424394,english.all.3class.distsim.crf.ser,"Louis Farrakhan",PERSON,4263,7,1
45351579,424394,english.all.3class.distsim.crf.ser,Hannity,PERSON,22451,8,1
45321333,424237,english.all.3class.distsim.crf.ser,Texas,LOCATION,2605,1,1
45321339,424237,english.all.3class.distsim.crf.ser,Irving,PERSON,194210,2,1
45321341,424237,english.all.3class.distsim.crf.ser,"Tisha Sanchez",PERSON,887519,2,1
45321347,424237,english.all.3class.distsim.crf.ser,Sanchez,PERSON,887519,3,1
45321349,424237,english.all.3class.distsim.crf.ser,"Dallas Morning News",ORGANIZATION,28609,3,1
45321353,424237,english.all.3class.distsim.crf.ser,"Dallas County",LOCATION,194930,4,1
45321363,424237,english.all.3class.distsim.crf.ser,Sanchez,PERSON,887519,5,1
45321365,424237,english.all.3class.distsim.crf.ser,Irving,ORGANIZATION,112138,5,1
45321367,424237,english.all.3class.distsim.crf.ser,"Dallas County",LOCATION,194930,5,1
45321369,424237,english.all.3class.distsim.crf.ser,KXAS-TV,ORGANIZATION,93448,5,2
45321375,424237,english.all.3class.distsim.crf.ser,Sanchez,PERSON,887519,6,1
45321377,424237,english.all.3class.distsim.crf.ser,Irving,PERSON,194210,6,2
45286553,424079,english.all.3class.distsim.crf.ser,"William Barr",PERSON,32101,1,1
45286554,424079,english.all.3class.distsim.crf.ser,Russia,LOCATION,963,1,1
45286555,424079,english.all.3class.distsim.crf.ser,"Mark Meadows",PERSON,4140,1,1
45286559,424079,english.all.3class.distsim.crf.ser,Connecticut,LOCATION,2596,2,1
45286560,424079,english.all.3class.distsim.crf.ser,"John Durham",PERSON,39439,2,1
45286561,424079,english.all.3class.distsim.crf.ser,"House Freedom Caucus",ORGANIZATION,3600,2,1
45286564,424079,english.all.3class.distsim.crf.ser,"John Durham",PERSON,39439,3,1
45286565,424079,english.all.3class.distsim.crf.ser,Barr,PERSON,32101,3,1
45286571,424079,english.all.3class.distsim.crf.ser,"Jim Jordan",PERSON,15215,5,1
45286572,424079,english.all.3class.distsim.crf.ser,R-Ohio,LOCATION,59616,5,1
45286573,424079,english.all.3class.distsim.crf.ser,Meadows,PERSON,4140,5,1
45286574,424079,english.all.3class.distsim.crf.ser,"North Carolina",LOCATION,4141,5,1
45286575,424079,english.all.3class.distsim.crf.ser,"Justice Department",ORGANIZATION,2877,5,1
45286580,424079,english.all.3class.distsim.crf.ser,"United States",LOCATION,150,6,1
45286581,424079,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,6,1
45286582,424079,english.all.3class.distsim.crf.ser,"John Durham",PERSON,39439,6,1
45286583,424079,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,6,2
45286587,424079,english.all.3class.distsim.crf.ser,Horowitz,PERSON,292955,7,1
45286588,424079,english.all.3class.distsim.crf.ser,Jordan,PERSON,15215,7,2
45286589,424079,english.all.3class.distsim.crf.ser,"Michael E. Horowitz",PERSON,33961,7,2
45286592,424079,english.all.3class.distsim.crf.ser,Durham,PERSON,39439,8,1
45286593,424079,english.all.3class.distsim.crf.ser,Barr,PERSON,32101,8,1
45286596,424079,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,9,1
45286597,424079,english.all.3class.distsim.crf.ser,"Justice Department",ORGANIZATION,2877,9,1
45286600,424079,english.all.3class.distsim.crf.ser,DOJ,ORGANIZATION,8813,10,1
45286601,424079,english.all.3class.distsim.crf.ser,Durham,ORGANIZATION,18558,10,1
45286609,424079,english.all.3class.distsim.crf.ser,Trump,PERSON,167,11,1
45286610,424079,english.all.3class.distsim.crf.ser,"George Papadopoulos",PERSON,59075,11,1
45286611,424079,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,11,1
45286612,424079,english.all.3class.distsim.crf.ser,CIA,ORGANIZATION,968,11,1
45286613,424079,english.all.3class.distsim.crf.ser,"Cambridge University",ORGANIZATION,55915,11,1
45286614,424079,english.all.3class.distsim.crf.ser,Trump,PERSON,167,11,1
45286615,424079,english.all.3class.distsim.crf.ser,Russia,LOCATION,963,11,1
45286620,424079,english.all.3class.distsim.crf.ser,"House Judiciary Committee",ORGANIZATION,26078,12,1
45286621,424079,english.all.3class.distsim.crf.ser,"Jerry Nadler",PERSON,44767,12,1
45286622,424079,english.all.3class.distsim.crf.ser,D-N.Y.,LOCATION,10339,12,1
45286623,424079,english.all.3class.distsim.crf.ser,Durham,LOCATION,7553,12,1
45286629,424079,english.all.3class.distsim.crf.ser,DOJ,ORGANIZATION,8813,13,1
45286630,424079,english.all.3class.distsim.crf.ser,"Hillary Clinton",PERSON,2669,13,1
45286631,424079,english.all.3class.distsim.crf.ser,"Democratic National Committee",ORGANIZATION,2579,13,1
45286632,424079,english.all.3class.distsim.crf.ser,DNC,ORGANIZATION,2579,13,1
45286633,424079,english.all.3class.distsim.crf.ser,Trump,PERSON,167,13,1
45293636,424081,english.all.3class.distsim.crf.ser,Germany,LOCATION,69,1,1
45293639,424081,english.all.3class.distsim.crf.ser,Germany,LOCATION,69,2,1
45293640,424081,english.all.3class.distsim.crf.ser,Limburg-Ahlbach,LOCATION,887119,2,1
45324781,424240,english.all.3class.distsim.crf.ser,defense,ORGANIZATION,3607,1,1
45324782,424240,english.all.3class.distsim.crf.ser,"Mark Esper",PERSON,226714,1,1
45324783,424240,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,1,1
45324784,424240,english.all.3class.distsim.crf.ser,"Defense Department",ORGANIZATION,4033,1,1
45324787,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,2,1
45324788,424240,english.all.3class.distsim.crf.ser,"National Defense Strategy",ORGANIZATION,47711,2,2
45324792,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,3,1
45324793,424240,english.all.3class.distsim.crf.ser,Trump,PERSON,167,3,1
45324794,424240,english.all.3class.distsim.crf.ser,"Patrick Shanahan",PERSON,3950,3,1
45324800,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,4,1
45324801,424240,english.all.3class.distsim.crf.ser,"United States Army",ORGANIZATION,12582,4,1
45324802,424240,english.all.3class.distsim.crf.ser,"National Guard",ORGANIZATION,10022,4,2
45324803,424240,english.all.3class.distsim.crf.ser,"Reserve Soldiers",ORGANIZATION,887577,4,2
45324804,424240,english.all.3class.distsim.crf.ser,Pentagon,ORGANIZATION,1782,4,2
45324806,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,5,1
45324808,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,7,1
45324811,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,8,1
45324812,424240,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,8,1
45324815,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,9,1
45324816,424240,english.all.3class.distsim.crf.ser,"United States Military Academy",ORGANIZATION,138189,9,1
45324819,424240,english.all.3class.distsim.crf.ser,"101st Airborne Division",ORGANIZATION,59491,10,2
45324820,424240,english.all.3class.distsim.crf.ser,Europe,LOCATION,160,10,3
45324824,424240,english.all.3class.distsim.crf.ser,Virginia,LOCATION,2466,11,1
45324825,424240,english.all.3class.distsim.crf.ser,"District of Columbia National Guard",ORGANIZATION,887578,11,1
45324826,424240,english.all.3class.distsim.crf.ser,"Army Reserve",ORGANIZATION,88452,11,1
45324830,424240,english.all.3class.distsim.crf.ser,"Regular Army",ORGANIZATION,887579,12,1
45324831,424240,english.all.3class.distsim.crf.ser,"National Guard",ORGANIZATION,887578,12,1
45324832,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,12,1
45324834,424240,english.all.3class.distsim.crf.ser,Esper,PERSON,226714,14,1
45324838,424240,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,15,1
45324839,424240,english.all.3class.distsim.crf.ser,"Lucas Tomlinson",PERSON,3967,15,1
45324840,424240,english.all.3class.distsim.crf.ser,"Stephen Sorace",PERSON,205036,15,1
45295105,424082,english.all.3class.distsim.crf.ser,"House Intelligence Committee Ranking",ORGANIZATION,625260,1,1
45295106,424082,english.all.3class.distsim.crf.ser,"Devin Nunes",PERSON,91932,1,1
45295107,424082,english.all.3class.distsim.crf.ser,"Christopher Steele",PERSON,93196,1,1
45295116,424082,english.all.3class.distsim.crf.ser,Nunes,PERSON,91932,2,1
45295117,424082,english.all.3class.distsim.crf.ser,R-Calif.,LOCATION,4000,2,1
45295118,424082,english.all.3class.distsim.crf.ser,"Tucker Carlson",PERSON,5097,2,1
45295119,424082,english.all.3class.distsim.crf.ser,Steele,PERSON,93196,2,1
45295120,424082,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,2,1
45295121,424082,english.all.3class.distsim.crf.ser,"Connecticut John Durham",PERSON,828645,2,1
45295122,424082,english.all.3class.distsim.crf.ser,"William Barr",PERSON,32101,2,1
45295123,424082,english.all.3class.distsim.crf.ser,Russia,LOCATION,963,2,1
45295129,424082,english.all.3class.distsim.crf.ser,Clinton,PERSON,4058,3,1
45295130,424082,english.all.3class.distsim.crf.ser,"Christopher Steele",PERSON,93196,3,1
45295131,424082,english.all.3class.distsim.crf.ser,Clinton,PERSON,4058,3,1
45295132,424082,english.all.3class.distsim.crf.ser,DNC,ORGANIZATION,39636,3,1
45295133,424082,english.all.3class.distsim.crf.ser,"Fusion GPS",ORGANIZATION,109737,3,1
45295138,424082,english.all.3class.distsim.crf.ser,"Christopher Steele",PERSON,93196,4,1
45295139,424082,english.all.3class.distsim.crf.ser,"Department of Justice",ORGANIZATION,8813,4,2
45295140,424082,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,4,2
45295141,424082,english.all.3class.distsim.crf.ser,Connecticut,LOCATION,2596,4,2
45295148,424082,english.all.3class.distsim.crf.ser,Steele,PERSON,93196,5,1
45295149,424082,english.all.3class.distsim.crf.ser,"Tucker Carlson",PERSON,5097,5,1
45295150,424082,english.all.3class.distsim.crf.ser,Nunes,PERSON,91932,5,1
45295151,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,5,1
45295152,424082,english.all.3class.distsim.crf.ser,"State Department",ORGANIZATION,5095,5,1
45295153,424082,english.all.3class.distsim.crf.ser,"Kathleen Kavalec",PERSON,818379,5,1
45295160,424082,english.all.3class.distsim.crf.ser,Kavalec,PERSON,818379,6,1
45295161,424082,english.all.3class.distsim.crf.ser,Steele,PERSON,93196,6,1
45295162,424082,english.all.3class.distsim.crf.ser,Steele,PERSON,93196,6,1
45295163,424082,english.all.3class.distsim.crf.ser,Kavalec,PERSON,818379,6,2
45295164,424082,english.all.3class.distsim.crf.ser,Steele,PERSON,93196,6,2
45295165,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,6,2
45295169,424082,english.all.3class.distsim.crf.ser,Nunes,PERSON,91932,7,1
45295170,424082,english.all.3class.distsim.crf.ser,FBI,ORGANIZATION,156,7,1
45295171,424082,english.all.3class.distsim.crf.ser,"Justice Department",ORGANIZATION,2877,7,1
45295174,424082,english.all.3class.distsim.crf.ser,Nunes,PERSON,91932,8,1
45295175,424082,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,8,1
45295177,424082,english.all.3class.distsim.crf.ser,"United States",LOCATION,150,9,1
45295180,424082,english.all.3class.distsim.crf.ser,"Donald Trump",PERSON,386,10,3
45295181,424082,english.all.3class.distsim.crf.ser,"Christopher Steele",PERSON,93196,10,4
45298734,424085,english.all.3class.distsim.crf.ser,Connecticut,LOCATION,2596,1,1
45298735,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,1,1
45298739,424085,english.all.3class.distsim.crf.ser,"Fox News",ORGANIZATION,1860,2,1
45298740,424085,english.all.3class.distsim.crf.ser,"Norm Pattis",PERSON,106386,2,1
45298741,424085,english.all.3class.distsim.crf.ser,"Fotis Dulos",PERSON,826832,2,1
45298744,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,3,1
45298745,424085,english.all.3class.distsim.crf.ser,Hollywood,LOCATION,340,3,1
45298748,424085,english.all.3class.distsim.crf.ser,"Carrie Luft",PERSON,831624,4,1
45298749,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,4,2
45298751,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,5,2
45298755,424085,english.all.3class.distsim.crf.ser,Luft,PERSON,831624,6,1
45298756,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,6,1
45298757,424085,english.all.3class.distsim.crf.ser,"New Canaan",LOCATION,10147,6,1
45298760,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,7,1
45298761,424085,english.all.3class.distsim.crf.ser,"New Canaan",LOCATION,10147,7,1
45298765,424085,english.all.3class.distsim.crf.ser,Pattis,PERSON,106386,8,2
45298766,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,8,2
45298767,424085,english.all.3class.distsim.crf.ser,"New York",LOCATION,1328,8,2
45298770,424085,english.all.3class.distsim.crf.ser,"New Cannan",LOCATION,887160,9,1
45298771,424085,english.all.3class.distsim.crf.ser,Pattis,PERSON,106386,9,1
45298776,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,10,1
45298777,424085,english.all.3class.distsim.crf.ser,Greece,LOCATION,5400,10,2
45298778,424085,english.all.3class.distsim.crf.ser,"Brown University",ORGANIZATION,21598,10,2
45298779,424085,english.all.3class.distsim.crf.ser,U.S.,LOCATION,150,10,2
45298783,424085,english.all.3class.distsim.crf.ser,Luft,PERSON,831624,11,1
45298784,424085,english.all.3class.distsim.crf.ser,Pattis,PERSON,106386,11,1
45298785,424085,english.all.3class.distsim.crf.ser,"Jennifer Dulos",PERSON,826816,11,1
45298789,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,12,1
45298790,424085,english.all.3class.distsim.crf.ser,Luft,PERSON,831624,12,1
45298791,424085,english.all.3class.distsim.crf.ser,"Fotis Dulos",PERSON,826832,12,3
45298794,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,13,1
45298795,424085,english.all.3class.distsim.crf.ser,Jennifer,PERSON,826816,13,3
